0	-0.0769983	-0.0191427	0.0297932	-0.0845215	0.0222361	-0.056535	-0.0445481	-0.0506948	-0.0329474
1	0.129119	-0.0278764	0.043955	-0.106329	0.019247	-0.0428057	-0.0823663	-0.0173237	-0.0184097
2	-0.322477	0.189039	0.0908004	-0.000617395	0.0225549	-0.0579837	-0.00923171	0.195989	-0.0571736
3	-0.0743134	0.0702611	-0.00224081	0.0192614	0.0533996	-0.00115337	-0.0358033	0.0634595	-0.00432585
4	0.39642	0.0547328	0.0140081	-0.00552791	0.000604341	-0.0327752	0.015316	0.0476611	-0.00652736
5	-0.152137	-0.0464165	-0.0749917	0.13519	-0.0467503	0.0789458	0.124852	-0.0277113	0.0604314
6	-0.904001	0.0535651	0.074295	0.200056	0.03017	0.00641609	0.21014	0.0221292	0.0579151
7	0.162757	-0.0189152	0.115448	-0.278564	0.0727084	-0.0941044	-0.249663	-0.0296717	-0.0931797
8	0.506669	-0.0036741	0.0355207	-0.125803	0.0956231	-0.057184	-0.0752541	0.0130053	-0.0683727
9	0.122551	0.219109	-0.0119982	0.088534	-0.069051	-0.00939167	-0.00726918	0.191379	0.0143463
10	-0.323605	0.173106	-0.0816294	0.142679	-0.0763589	0.00608109	0.14356	0.116605	-0.00768811
11	0.416052	0.110231	0.221084	-0.327633	0.157701	-0.180908	-0.382516	0.0535066	-0.12377
12	-0.196253	-0.0543953	-0.0842191	0.191848	-0.0507164	0.0985376	0.151664	-0.0277841	0.0771209
13	-0.253806	0.122485	0.122848	-0.0120335	0.0451714	-0.0405249	-0.0681828	0.0999629	-0.0350136
14	-0.207786	-0.0933067	-0.0776252	0.112619	-0.0419292	0.0834063	0.109865	-0.0850385	0.0661496
15	0.382453	0.116858	0.217086	-0.275613	0.145526	-0.150895	-0.309937	0.0957641	-0.140533
16	-0.229281	-0.111096	-0.0914446	0.116745	-0.0610182	0.0890625	0.135512	-0.0892099	0.0923281
17	0.376062	0.140162	0.0320742	-0.00805292	-0.0255439	-0.0818874	0.003478	0.108423	-0.0610365
18	-0.261313	-0.186765	0.0242863	-0.408712	0.0547442	-0.0590384	-0.32346	-0.126789	-0.0715032
19	0.215581	-0.0776835	-0.198063	0.472607	-0.0967355	0.159792	0.556969	-0.0179991	0.121045
20	-1.56301	-0.0800853	0.0706221	-0.464117	0.141818	-0.115232	-0.553915	-0.0984774	-0.108091
21	1.45996	0.371372	0.100673	0.343918	0.0224388	-0.0573343	0.335781	0.323067	-0.0358717
22	-1.01022	-0.31279	-0.527768	0.888807	-0.371915	0.446865	1.02344	-0.158937	0.382507
23	-1.01086	-0.305512	-0.5696	0.899073	-0.378463	0.4735	1.04328	-0.172713	0.387116
24	0.83116	0.280117	0.546522	-0.782294	0.311141	-0.435629	-0.819435	0.228615	-0.3544
